t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,dt_ms
15.420,1.5905,-795.2,-7.3009,-2920.4,0.5067,5.4943,-617,-2676,42.86,-37.14,20.08
15.440,2.2105,-1105.2,-4.9357,-1974.3,0.8163,5.3932,-633,-2726,40.00,-51.43,20.08
15.460,2.2105,-1105.2,-4.9357,-1974.3,0.8163,5.3932,-690,-2798,34.29,-74.29,20.08
15.480,2.4823,-1241.1,-0.1780,0.0,0.7423,5.3739,-1032,-2011,31.43,-80.00,20.08
15.500,2.4823,-1241.1,-0.1780,0.0,0.7423,5.3739,-1025,-1994,22.86,-97.14,20.08
15.520,2.4823,-1241.1,-0.1780,0.0,0.7423,5.3739,-1174,-805,20.00,-100.00,20.08
15.540,2.2086,-1104.3,4.6796,1871.8,0.3918,5.3556,-1200,-373,11.43,-100.00,20.08
15.560,2.2086,-1104.3,4.6796,1871.8,0.3918,5.3556,-1217,-364,2.86,-102.86,20.08
15.580,1.1720,-586.0,7.2322,2892.9,-0.0655,5.5199,-1147,1130,0.00,-100.00,20.08
15.600,1.1720,-586.0,7.2322,2892.9,-0.0655,5.5199,-1191,1514,-11.43,-88.57,20.07
15.620,1.1720,-586.0,7.2322,2892.9,-0.0655,5.5199,-737,2688,-14.29,-80.00,20.08
15.640,-0.4244,-0.0,4.2773,1710.9,-0.5972,5.4691,-746,2764,-17.14,-65.71,20.08
15.660,-0.4244,-0.0,4.2773,1710.9,-0.5972,5.4691,-750,2786,-22.86,-42.86,20.09
15.680,-2.0741,1037.0,-0.2684,0.0,-0.9964,5.3298,-234,1882,-22.86,-34.29,20.09
15.700,-2.0741,1037.0,-0.2684,0.0,-0.9964,5.3298,-276,1794,-25.71,-22.86,20.09
15.720,-2.0741,1037.0,-0.2684,0.0,-0.9964,5.3298,757,343,-22.86,-20.00,20.07
15.740,-3.2994,1649.7,-4.5925,-1837.0,-1.2108,5.2884,712,337,-20.00,-17.14,20.08
15.760,-3.2994,1649.7,-4.5925,-1837.0,-1.2108,5.2884,851,306,-14.29,-14.29,20.08
15.780,-3.5398,1769.9,-6.8133,-2725.3,-1.1977,5.1833,1557,-1081,-8.57,-20.00,20.08
15.800,-3.5398,1769.9,-6.8133,-2725.3,-1.1977,5.1833,1493,-1479,2.86,-31.43,20.08
15.820,-3.5398,1769.9,-6.8133,-2725.3,-1.1977,5.1833,1662,-2567,11.43,-40.00,20.08
15.840,-2.5676,1283.8,-3.8612,-1544.5,-0.9871,5.3466,1687,-2616,20.00,-54.29,20.08
15.860,-2.5676,1283.8,-3.8612,-1544.5,-0.9871,5.3466,1745,-2635,34.29,-74.29,20.07
15.880,-0.8247,412.3,0.7371,294.9,-0.7234,5.3932,1292,-1702,37.14,-80.00,20.08
15.900,-0.8247,412.3,0.7371,294.9,-0.7234,5.3932,1346,-1590,48.57,-94.29,20.09
15.920,-0.8247,412.3,0.7371,294.9,-0.7234,5.3932,549,-276,51.43,-94.29,20.08
15.940,1.1328,-566.4,5.0209,2008.4,-0.4346,5.3450,561,-224,54.29,-94.29,20.08
15.960,1.1328,-566.4,5.0209,2008.4,-0.4346,5.3450,737,-64,60.00,-97.14,20.07
15.980,2.7017,-1350.8,6.5985,2639.4,-0.1880,5.4016,-242,1366,60.00,-91.43,20.07
16.000,2.7017,-1350.8,6.5985,2639.4,-0.1880,5.4016,-222,1743,57.14,-80.00,20.08
16.020,2.7017,-1350.8,6.5985,2639.4,-0.1880,5.4016,-1109,2525,54.29,-68.57,20.08
16.040,3.2145,-1607.3,2.5879,1035.2,0.0331,5.2779,-1049,2531,48.57,-54.29,20.07
16.060,3.2145,-1607.3,2.5879,1035.2,0.0331,5.2779,-1183,2560,40.00,-37.14,20.08
16.080,2.8059,-1403.0,-2.2190,-887.6,0.1733,5.3504,-1437,1229,34.29,-31.43,20.08
16.100,2.8059,-1403.0,-2.2190,-887.6,0.1733,5.3504,-1520,1151,22.86,-22.86,20.08
16.120,2.8059,-1403.0,-2.2190,-887.6,0.1733,5.3504,-1374,-272,17.14,-22.86,20.08
16.140,1.7000,-850.0,-6.5377,-2615.1,0.1551,5.3385,-1441,-288,8.57,-22.86,20.09
16.160,1.7000,-850.0,-6.5377,-2615.1,0.1551,5.3385,-1452,-460,-2.86,-25.71,20.08
16.180,0.6138,-306.9,-6.3566,-2542.6,0.0849,5.2698,-939,-2228,-5.71,-34.29,20.08
16.200,0.6138,-306.9,-6.3566,-2542.6,0.0849,5.2698,-928,-2395,-14.29,-54.29,20.08
16.220,0.6138,-306.9,-6.3566,-2542.6,0.0849,5.2698,-431,-2459,-14.29,-62.86,20.08
16.240,-0.1165,-0.0,-1.8276,-731.0,-0.2268,5.3265,-441,-2486,-17.14,-77.14,20.08
16.260,-0.1165,-0.0,-1.8276,-731.0,-0.2268,5.3265,-439,-2508,-20.00,-97.14,20.08
16.280,-0.6778,338.9,3.3125,1325.0,-0.4745,5.1902,-231,-1188,-22.86,-100.00,20.08
16.300,-0.6778,338.9,3.3125,1325.0,-0.4745,5.1902,-251,-973,-22.86,-108.57,20.08
16.320,-0.6778,338.9,3.3125,1325.0,-0.4745,5.1902,55,337,-22.86,-108.57,20.07
16.340,-1.0680,534.0,7.3785,2951.4,-0.7426,5.4101,114,694,-22.86,-102.86,20.08
16.360,-1.0680,534.0,7.3785,2951.4,-0.7426,5.4101,248,991,-22.86,-97.14,20.07
16.380,-1.3191,659.5,6.3644,2545.7,-0.9533,5.4926,421,2599,-20.00,-85.71,20.08
16.400,-1.3191,659.5,6.3644,2545.7,-0.9533,5.4926,469,2785,-17.14,-65.71,20.07
16.420,-1.3191,659.5,6.3644,2545.7,-0.9533,5.4926,593,2490,-14.29,-57.14,20.07
16.440,-1.4099,705.0,1.5737,629.5,-0.9207,5.2554,639,2505,-11.43,-42.86,20.07
16.460,-1.4099,705.0,1.5737,629.5,-0.9207,5.2554,701,2530,-5.71,-22.86,20.08
16.480,-1.1301,565.0,-3.2008,-1280.3,-0.7546,5.2839,830,1116,-2.86,-17.14,20.07
16.500,-1.1301,565.0,-3.2008,-1280.3,-0.7546,5.2839,764,851,2.86,-11.43,20.07
16.520,-1.1301,565.0,-3.2008,-1280.3,-0.7546,5.2839,641,-537,5.71,-14.29,20.08
16.540,-0.6398,319.9,-7.0856,-2834.2,-0.4879,5.2084,638,-717,11.43,-17.14,20.07
16.560,-0.6398,319.9,-7.0856,-2834.2,-0.4879,5.2084,705,-980,14.29,-22.86,20.09
16.580,0.3315,-0.0,-5.7930,-2317.2,-0.2110,5.2875,485,-2677,17.14,-34.29,20.08
16.600,0.3315,-0.0,-5.7930,-2317.2,-0.2110,5.2875,450,-2730,20.00,-54.29,20.07
16.620,0.3315,-0.0,-5.7930,-2317.2,-0.2110,5.2875,102,-2230,20.00,-62.86,20.08
16.640,1.3044,-652.2,-1.1354,-454.1,0.0635,5.3732,111,-2292,22.86,-74.29,20.08
16.660,1.3044,-652.2,-1.1354,-454.1,0.0635,5.3732,17,-2293,22.86,-91.43,20.07
16.680,1.8580,-929.0,3.8287,1531.5,0.1243,5.2804,-539,-886,20.00,-97.14,20.08
16.700,1.8580,-929.0,3.8287,1531.5,0.1243,5.2804,-483,-866,17.14,-102.86,20.08
16.720,1.8580,-929.0,3.8287,1531.5,0.1243,5.2804,-787,763,14.29,-100.00,20.07
16.740,1.7582,-879.1,7.0938,2837.5,0.0571,5.4005,-815,931,8.57,-94.29,20.08
