t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,roll_rate_dps,pitch_rate_dps,d_roll_erpm,d_pitch_erpm,dt_ms
1.840,0.3276,0.0,0.4344,-0.0,-0.4638,5.6794,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.07
1.860,0.3276,0.0,0.4344,-0.0,-0.4638,5.6794,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.07
1.880,0.3287,0.0,0.4275,-0.0,-0.4638,5.6794,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.06
1.900,0.3287,0.0,0.4275,-0.0,-0.4638,5.6794,0,0,0.00,0.00,0.090,0.070,-0.00,-0.00,-0.0,-0.0,20.08
1.920,0.3287,0.0,0.4275,-0.0,-0.4638,5.6794,0,0,0.00,0.00,0.090,0.070,-0.00,-0.00,-0.0,-0.0,20.07
1.940,0.3287,0.0,0.4275,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.070,-0.00,-0.00,-0.0,-0.0,20.07
1.960,0.3287,0.0,0.4275,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.080,0.070,-0.00,-0.00,-0.0,-0.0,20.07
1.980,0.3287,0.0,0.4275,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.070,-0.00,-0.00,-0.0,-0.0,20.07
2.000,0.3287,0.0,0.4275,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.07
2.020,0.3287,0.0,0.4275,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.09
2.040,0.3287,0.0,0.4275,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.07
2.060,0.3287,0.0,0.4275,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.07
2.080,0.3218,0.0,0.4264,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.07
2.100,0.3218,0.0,0.4264,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.08
2.120,0.3207,0.0,0.4333,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.080,0.070,-0.00,-0.00,-0.0,-0.0,20.07
2.140,0.3207,0.0,0.4333,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.07
2.160,0.3207,0.0,0.4333,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.06
2.180,0.3207,0.0,0.4333,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.07
2.200,0.3207,0.0,0.4333,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.04
2.220,0.3207,0.0,0.4333,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.08
2.240,0.3207,0.0,0.4333,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.08
2.260,0.3207,0.0,0.4333,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.080,0.080,-0.00,-0.00,-0.0,-0.0,20.08
2.280,0.3127,0.0,0.4391,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.080,0.080,-0.00,-0.00,-0.0,-0.0,20.07
2.300,0.3127,0.0,0.4391,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.070,-0.00,-0.00,-0.0,-0.0,20.08
2.320,0.3127,0.0,0.4391,-0.0,-0.4625,5.6725,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.08
2.340,0.3127,0.0,0.4391,-0.0,-0.4695,5.6713,0,0,0.00,0.00,0.080,0.080,-0.00,-0.00,-0.0,-0.0,20.08
2.360,0.3127,0.0,0.4391,-0.0,-0.4695,5.6713,0,0,0.00,0.00,0.090,0.070,-0.00,-0.00,-0.0,-0.0,20.06
2.380,0.3127,0.0,0.4391,-0.0,-0.4695,5.6713,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.08
2.400,0.3127,0.0,0.4391,-0.0,-0.4695,5.6713,0,0,0.00,0.00,0.080,0.070,-0.00,-0.00,-0.0,-0.0,20.09
2.420,0.3127,0.0,0.4391,-0.0,-0.4695,5.6713,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.09
2.440,0.3127,0.0,0.4391,-0.0,-0.4638,5.6794,0,0,0.00,0.00,0.080,0.080,-0.00,-0.00,-0.0,-0.0,20.08
2.460,0.3127,0.0,0.4391,-0.0,-0.4638,5.6794,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.06
2.480,0.3116,0.0,0.4460,-0.0,-0.4617,5.7079,0,0,0.00,0.00,0.080,0.080,-0.00,-0.00,-0.0,-0.0,20.09
2.500,0.3116,0.0,0.4460,-0.0,-0.4617,5.7079,0,0,0.00,0.00,0.090,0.080,-0.00,-0.00,-0.0,-0.0,20.08
2.520,0.3152,0.0,0.4679,-0.0,-0.4617,5.7079,0,0,0.00,0.00,0.100,0.070,-0.00,-0.00,-0.0,-0.0,20.07
2.540,0.3152,-1.0,0.4679,2.7,-0.4453,5.7750,0,0,0.00,0.00,0.090,0.070,0.07,0.34,1.0,2.7,20.07
2.560,0.3152,-1.7,0.4679,4.6,-0.4453,5.7750,0,0,0.00,0.00,0.080,0.080,0.11,0.57,1.7,4.6,20.07
2.580,0.3271,-3.7,0.5265,7.2,-0.4289,5.8418,0,0,0.00,0.00,0.080,0.070,0.25,0.90,3.7,7.2,20.10
2.600,0.3271,-5.1,0.5265,9.1,-0.4289,5.8418,0,0,0.00,0.00,0.080,0.060,0.34,1.14,5.1,9.1,20.08
2.620,0.3506,-6.1,0.6011,10.4,-0.4289,5.8418,0,1,0.00,0.00,0.080,0.050,0.41,1.30,6.1,10.4,20.08
2.640,0.3506,-6.8,0.6011,11.0,-0.4182,5.9007,0,1,0.00,0.00,0.070,0.030,0.45,1.38,6.8,11.0,20.07
2.660,0.3506,-7.3,0.6011,11.5,-0.4182,5.9007,0,2,0.00,0.00,0.050,0.020,0.48,1.44,7.3,11.5,20.08
2.680,0.3694,-7.1,0.6607,10.2,-0.4165,5.9293,0,4,0.00,0.00,0.050,0.010,0.47,1.27,7.1,10.2,20.07
2.700,0.3694,-7.0,0.6607,9.3,-0.4165,5.9293,0,6,0.00,0.00,0.040,0.010,0.47,1.16,7.0,9.3,20.08
2.720,0.3849,-6.9,0.6985,8.6,-0.4165,5.9293,0,5,0.00,0.00,0.030,0.010,0.46,1.08,6.9,8.6,20.07
2.740,0.3849,-2.8,0.6985,6.1,-0.4997,5.9080,1,5,0.00,0.00,0.020,0.010,0.19,0.76,2.8,6.1,20.07
2.760,0.3849,0.0,0.6985,4.2,-0.4997,5.9080,26,4,0.00,0.00,0.010,0.010,-0.00,0.53,-0.0,4.2,20.07
2.780,0.3434,14.1,0.6919,1.1,-0.6788,5.8130,34,3,0.00,0.00,0.160,0.010,-0.94,0.14,-14.1,1.1,20.07
2.800,0.3434,24.0,0.6919,-1.1,-0.6788,5.8130,30,2,0.00,0.00,0.250,0.000,-1.60,-0.14,-24.0,-1.1,20.07
2.820,0.1298,30.9,0.6511,-2.7,-0.6788,5.8130,15,0,0.00,0.00,0.230,0.010,-2.06,-0.33,-30.9,-2.7,20.07
2.840,0.1298,55.9,0.6511,-7.0,-0.9786,5.5899,1,0,0.00,0.00,0.150,0.010,-3.72,-0.87,-55.9,-7.0,20.07
2.860,0.1298,73.4,0.6511,-10.0,-0.9786,5.5899,-9,0,0.00,0.00,0.030,0.010,-4.89,-1.25,-73.4,-10.0,20.07
2.880,-0.2451,93.6,0.5556,-14.8,-1.3531,5.2605,2,-1,0.00,0.00,0.090,0.030,-6.24,-1.85,-93.6,-14.8,20.08
2.900,-0.2451,107.9,0.5556,-18.1,-1.3531,5.2605,23,0,2.86,0.00,0.090,0.050,-7.19,-2.27,-107.9,-18.1,20.07
2.920,-0.6660,517.4,0.4378,-20.5,-1.3531,5.2605,49,-2,2.86,0.00,0.190,0.080,-7.85,-2.56,-117.8,-20.5,20.07
2.940,-0.6660,526.9,0.4378,-25.6,-1.7370,4.8643,55,-2,2.86,0.00,0.220,0.080,-8.49,-3.20,-127.3,-25.6,20.09
2.960,-0.6660,533.5,0.4378,-29.2,-1.7370,4.8643,304,-4,5.71,0.00,0.390,0.140,-8.93,-3.65,-133.9,-29.2,20.09
2.980,-1.1019,791.1,0.2383,-35.0,-2.1220,4.4384,343,-9,5.71,0.00,0.720,0.170,-8.67,-4.37,-130.0,-35.0,20.09
3.000,-1.1019,788.4,0.2383,-39.0,-2.1220,4.4384,403,-7,8.57,0.00,1.070,0.210,-8.48,-4.87,-127.3,-39.0,20.06
3.020,-1.3764,951.2,-0.0346,-41.8,-2.1220,4.4384,660,-11,11.43,0.00,1.520,0.230,-8.36,-5.22,-125.3,-41.8,20.08
3.040,-1.3764,929.7,-0.0346,-47.5,-2.5373,4.0626,680,-13,17.14,0.00,1.840,0.270,-6.92,-5.94,-103.8,-47.5,20.08
3.060,-1.3764,914.7,-0.0346,-51.5,-2.5373,4.0626,873,-16,22.86,0.00,1.530,0.300,-5.92,-6.44,-88.8,-51.5,20.08
3.080,-1.4239,910.0,-0.3919,-56.5,-2.9611,3.7409,872,-20,25.71,0.00,1.380,0.330,-3.71,-7.06,-55.6,-56.5,20.08
3.100,-1.4239,886.7,-0.3919,-59.9,-2.9611,3.7409,891,-25,34.29,0.00,1.700,0.330,-2.16,-7.49,-32.4,-59.9,20.08
3.120,-1.2642,774.7,-0.7932,-62.4,-2.9611,3.7409,917,-34,37.14,-2.86,1.410,0.340,-1.07,-7.80,-16.1,-62.4,20.07
3.140,-1.2642,753.2,-0.7932,-63.5,-3.3782,3.4619,908,-48,40.00,-2.86,0.770,0.310,0.36,-7.94,5.3,-63.5,20.07
3.160,-1.2642,738.2,-0.7932,-64.3,-3.3782,3.4619,817,-83,48.57,-2.86,0.950,0.200,1.36,-8.04,20.3,-64.3,20.08
3.180,-1.0709,620.2,-1.1746,-414.9,-3.5420,3.1948,782,-92,51.43,-2.86,1.330,0.050,1.49,-7.81,22.3,-62.5,20.09
3.200,-1.0709,618.9,-1.1746,-413.6,-3.5420,3.1948,751,-75,57.14,-2.86,0.890,0.030,1.58,-7.65,23.7,-61.2,20.07
3.220,-0.9826,564.9,-1.5162,-515.2,-3.5420,3.1948,642,-386,60.00,-5.71,0.630,0.150,1.64,-7.54,24.6,-60.3,20.08
3.240,-0.9826,571.8,-1.5162,-511.3,-3.8372,2.9682,610,-368,62.86,-5.71,1.050,0.090,1.18,-7.06,17.7,-56.4,20.06
3.260,-0.9826,576.6,-1.5162,-508.6,-3.8372,2.9682,531,-487,65.71,-11.43,1.650,0.190,0.86,-6.72,12.9,-53.7,20.08
3.280,-0.9728,575.6,-1.7714,-577.6,-4.0509,2.8002,539,-464,68.57,-11.43,1.830,0.520,0.54,-5.78,8.0,-46.2,20.08
3.300,-0.9728,579.1,-1.7714,-572.4,-4.0509,2.8002,550,-451,71.43,-17.14,1.730,0.710,0.31,-5.12,4.6,-40.9,20.07
3.320,-0.9091,543.2,-1.9250,-614.8,-4.0509,2.8002,533,-561,74.29,-17.14,1.470,0.660,0.15,-4.66,2.2,-37.3,20.07
3.340,-0.9091,531.3,-1.9250,-607.9,-4.1660,2.6090,542,-559,77.14,-20.00,1.720,0.250,0.94,-3.80,14.1,-30.4,20.06
3.360,-0.9091,522.9,-1.9250,-603.1,-4.1660,2.6090,539,-555,82.86,-25.71,2.220,0.140,1.50,-3.20,22.5,-25.6,20.08
3.380,-0.6939,371.9,-1.9669,-604.8,-4.1911,2.4720,515,-599,82.86,-28.57,2.430,0.450,2.96,-1.83,44.4,-14.7,20.08
3.400,-0.6939,356.5,-1.9669,-597.1,-4.1911,2.4720,530,-579,88.57,-31.43,2.150,0.730,3.99,-0.88,59.8,-7.0,20.06
3.420,-0.3016,-70.6,-1.8424,-554.4,-4.1911,2.4720,409,-586,88.57,-34.29,1.840,0.800,4.71,-0.21,70.6,-1.7,20.07
3.440,-0.3016,-92.2,-1.8424,-542.9,-4.0624,2.3165,371,-619,91.43,-37.14,1.510,0.510,6.15,1.23,92.2,9.8,20.09
3.460,-0.3016,-107.3,-1.8424,-534.8,-4.0624,2.3165,23,-529,91.43,-42.86,0.960,0.100,7.16,2.24,107.3,17.9,20.08
3.480,0.2120,-117.4,-1.6033,-455.8,-3.7377,2.2233,5,-541,91.43,-42.86,0.890,0.480,7.83,3.14,117.4,25.1,20.09
