t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,roll_rate_dps,pitch_rate_dps,d_roll_erpm,d_pitch_erpm,dt_ms
0.320,-0.2684,141.3,4.6514,1303.1,-0.7832,6.1335,68,1527,-28.57,140.00,0.790,0.860,-5.65,-11.53,-141.3,-92.3,20.07
0.340,-0.3762,90.5,3.9131,1069.6,-0.8236,6.1197,76,1407,-28.57,142.86,0.770,0.570,-3.62,-13.04,-90.5,-104.3,20.08
0.360,-0.3762,55.0,3.9131,1061.2,-0.8236,6.1197,149,1331,-28.57,151.43,0.600,0.410,-2.20,-14.10,-55.0,-112.8,20.08
0.380,-0.3762,30.1,3.9131,1055.2,-0.8236,6.1197,119,1093,-25.71,157.14,0.260,0.600,-1.20,-14.84,-30.1,-118.7,20.09
0.400,-0.2685,-3.3,3.0794,798.8,-0.8097,6.1220,78,1119,-25.71,162.86,0.180,0.290,0.13,-15.62,3.3,-125.0,20.07
0.420,-0.2685,-26.6,3.0794,794.4,-0.8097,6.1220,57,1075,-25.71,171.43,0.120,0.380,1.07,-16.17,26.6,-129.4,20.08
0.440,-0.0797,-48.9,2.1965,525.7,-0.7685,6.1289,56,970,-25.71,174.29,0.040,0.280,1.95,-16.66,48.9,-133.3,20.09
0.460,-0.0797,-64.4,2.1965,522.9,-0.7685,6.1289,105,813,-25.71,182.86,0.170,0.130,2.58,-17.00,64.4,-136.0,20.07
0.480,-0.0797,-75.3,2.1965,521.0,-0.7685,6.1289,77,567,-25.71,182.86,0.790,0.010,3.01,-17.24,75.3,-137.9,20.08
0.500,0.0572,-46.0,1.3256,260.6,-0.7050,6.1323,13,602,-25.71,185.71,0.820,0.480,1.84,-17.14,46.0,-137.1,20.07
0.520,0.0572,-25.5,1.3256,261.2,-0.7050,6.1323,-12,519,-25.71,191.43,0.870,0.650,1.02,-17.06,25.5,-136.5,20.07
0.540,-0.0258,13.2,0.4930,-133.2,-0.6565,6.1403,-7,386,-25.71,191.43,0.870,0.180,-0.53,-16.65,-13.2,-133.2,20.07
0.560,-0.0258,40.3,0.4930,-130.8,-0.6565,6.1403,-23,302,-25.71,194.29,0.790,0.190,-1.61,-16.35,-40.3,-130.8,20.07
0.580,-0.2390,59.3,-0.2496,-129.2,-0.6565,6.1403,-22,-28,-25.71,194.29,0.650,0.290,-2.37,-16.15,-59.3,-129.2,20.07
0.600,-0.2390,75.9,-0.2496,-121.0,-0.6769,6.1368,-25,-14,-25.71,194.29,0.500,0.150,-3.04,-15.13,-75.9,-121.0,20.07
0.620,-0.2390,87.5,-0.2496,-115.3,-0.6769,6.1368,3,-50,-25.71,194.29,0.320,0.110,-3.50,-14.42,-87.5,-115.3,20.08
0.640,-0.4342,83.1,-0.8182,-100.1,-0.7127,6.1380,14,-54,-25.71,194.29,0.320,0.350,-3.32,-12.51,-83.1,-100.1,20.07
0.660,-0.4342,80.0,-0.8182,-89.4,-0.7127,6.1380,22,-59,-25.71,194.29,0.200,0.380,-3.20,-11.17,-80.0,-89.4,20.07
0.680,-0.5354,399.1,-1.1211,-418.2,-0.7127,6.1380,25,-49,-25.71,194.29,0.050,0.380,-3.11,-10.24,-77.8,-81.9,20.08
0.700,-0.5354,376.5,-1.1211,-395.8,-0.7693,6.1358,28,-51,-25.71,194.29,0.070,0.390,-2.21,-7.44,-55.3,-59.5,20.08
0.720,-0.5354,360.8,-1.1211,-380.1,-0.7693,6.1358,292,-354,-22.86,191.43,0.030,0.340,-1.58,-5.47,-39.6,-43.8,20.09
0.740,-0.4967,13.4,-1.0216,-319.7,-0.7905,6.1324,273,-368,-20.00,188.57,0.090,0.050,-0.54,-1.65,-13.4,-13.2,20.09
0.760,-0.4967,-4.9,-1.0216,-298.3,-0.7905,6.1324,275,-356,-20.00,185.71,0.320,0.020,0.19,1.03,4.9,8.2,20.07
0.780,-0.3496,-17.7,-0.6181,23.2,-0.7905,6.1324,16,-284,-20.00,185.71,0.290,0.180,0.71,2.90,17.7,23.2,20.09
0.800,-0.3496,-43.4,-0.6181,38.0,-0.7836,6.1335,28,-329,-20.00,182.86,0.370,0.280,1.74,4.75,43.4,38.0,20.07
0.820,-0.3496,-61.5,-0.6181,48.4,-0.7836,6.1335,10,-31,-17.14,182.86,0.340,0.280,2.46,6.04,61.5,48.4,20.07
0.840,-0.1288,-72.4,-0.1514,57.2,-0.7478,6.1323,-1,0,-17.14,182.86,0.300,0.380,2.90,7.15,72.4,57.2,20.07
0.860,-0.1288,-80.1,-0.1514,63.4,-0.7478,6.1323,-9,6,-17.14,182.86,0.160,0.130,3.20,7.93,80.1,63.4,20.07
0.880,0.0800,-85.4,0.3416,67.8,-0.7478,6.1323,-14,12,-17.14,182.86,0.090,0.220,3.42,8.47,85.4,67.8,20.07
0.900,0.0800,-85.0,0.3416,70.0,-0.7270,6.1358,0,16,-20.00,182.86,0.050,0.110,3.40,8.75,85.0,70.0,20.08
0.920,0.0800,-84.7,0.3416,71.6,-0.7270,6.1358,-2,26,-20.00,182.86,0.250,0.030,3.39,8.94,84.7,71.6,20.07
0.940,0.2157,-66.0,0.8071,71.3,-0.7120,6.1311,-3,28,-20.00,182.86,0.360,0.030,2.64,8.91,66.0,71.3,20.09
0.960,0.2157,-52.9,0.8071,71.1,-0.7120,6.1311,-30,39,-20.00,182.86,0.420,0.090,2.12,8.89,52.9,71.1,20.07
0.980,0.2232,-43.7,1.2349,441.5,-0.7120,6.1311,-28,43,-20.00,182.86,0.450,0.150,1.75,8.88,43.7,71.0,20.07
1.000,0.2232,-18.9,1.2349,438.4,-0.7270,6.1358,-43,45,-20.00,182.86,0.450,0.200,0.75,8.50,18.9,68.0,20.09
1.020,0.2232,-1.5,1.2349,436.3,-0.7270,6.1358,-61,348,-20.00,188.57,0.430,0.500,0.06,8.23,1.5,65.8,20.07
1.040,0.1503,10.7,1.5983,540.1,-0.7543,6.1312,-44,336,-20.00,188.57,0.400,0.720,-0.43,7.57,-10.7,60.6,20.68
1.060,0.1503,19.3,1.5983,536.4,-0.7543,6.1312,-11,388,-20.00,191.43,0.440,0.680,-0.77,7.11,-19.3,56.9,20.07
1.080,-0.0036,25.2,1.5846,529.7,-0.7543,6.1312,-1,541,-20.00,194.29,0.440,0.410,-1.01,6.79,-25.2,54.3,20.07
1.100,-0.0036,25.2,1.5846,523.1,-0.7612,6.1300,0,529,-20.00,197.14,0.410,0.010,-1.01,5.96,-25.2,47.7,20.07
1.120,-0.0036,25.2,1.5846,518.4,-0.7612,6.1300,3,484,-20.00,200.00,0.370,0.110,-1.01,5.38,-25.2,43.1,20.07
1.140,-0.1212,17.6,1.4495,468.5,-0.7682,6.1289,3,498,-20.00,202.86,0.260,0.410,-0.71,4.20,-17.6,33.6,20.08
1.160,-0.1212,12.4,1.4495,461.9,-0.7682,6.1289,4,517,-20.00,205.71,0.290,0.550,-0.49,3.38,-12.4,27.0,20.08
1.180,-0.1505,8.6,1.3375,423.7,-0.7682,6.1289,2,429,-20.00,208.57,0.280,0.670,-0.35,2.80,-8.6,22.4,20.08
1.200,-0.1505,-2.3,1.3375,415.3,-0.7612,6.1300,2,459,-20.00,211.43,0.280,0.540,0.09,1.76,2.3,14.1,20.09
1.220,-0.1505,-10.0,1.3375,409.5,-0.7612,6.1300,1,432,-20.00,214.29,0.270,0.030,0.40,1.03,10.0,8.2,20.07
1.240,-0.1018,-17.9,1.2255,366.4,-0.7547,6.1312,-1,399,-20.00,214.29,0.280,0.000,0.72,-0.15,17.9,-1.2,20.09
1.260,-0.1018,-23.5,1.2255,359.8,-0.7547,6.1312,0,388,-20.00,217.14,0.120,0.200,0.94,-0.98,23.5,-7.8,20.07
1.280,-0.0381,-27.3,1.0309,296.8,-0.7547,6.1312,-1,375,-20.00,220.00,0.350,0.400,1.09,-1.56,27.3,-12.5,20.09
1.300,-0.0381,-30.0,1.0309,289.8,-0.7478,6.1323,5,385,-20.00,222.86,0.400,0.630,1.20,-2.43,30.0,-19.5,20.08
1.320,-0.0381,-31.9,1.0309,284.9,-0.7478,6.1323,5,286,-20.00,225.71,0.470,0.710,1.28,-3.05,31.9,-24.4,20.07
1.340,0.0068,-20.7,0.7832,-29.7,-0.7397,6.1265,2,314,-20.00,225.71,0.510,0.680,0.83,-3.71,20.7,-29.7,20.08
1.360,0.0068,-12.8,0.7832,-33.4,-0.7397,6.1265,-3,267,-20.00,228.57,0.550,0.430,0.51,-4.18,12.8,-33.4,20.09
1.380,-0.0388,-7.3,0.5261,-36.0,-0.7397,6.1265,-5,40,-20.00,228.57,0.560,0.090,0.29,-4.50,7.3,-36.0,20.08
1.400,-0.0388,10.9,0.5261,-36.8,-0.7254,6.1288,-10,28,-20.00,228.57,0.540,0.080,-0.43,-4.59,-10.9,-36.8,20.09
1.420,-0.0388,23.5,0.5261,-37.3,-0.7254,6.1288,-23,0,-20.00,228.57,0.510,0.050,-0.94,-4.66,-23.5,-37.3,20.08
1.440,-0.1501,32.4,0.2784,-37.4,-0.7324,6.1277,-12,0,-20.00,228.57,0.460,0.010,-1.30,-4.67,-32.4,-37.4,20.10
1.460,-0.1501,38.6,0.2784,-37.4,-0.7324,6.1277,1,-4,-20.00,228.57,0.440,0.020,-1.55,-4.68,-38.6,-37.4,20.08
1.480,-0.2421,43.0,0.0413,-37.5,-0.7324,6.1277,5,-5,-20.00,228.57,0.400,0.080,-1.72,-4.69,-43.0,-37.5,20.09
1.500,-0.2421,41.0,0.0413,-37.0,-0.7405,6.1335,6,-7,-20.00,228.57,0.110,0.040,-1.64,-4.62,-41.0,-37.0,20.07
1.520,-0.2421,39.6,0.0413,-36.6,-0.7405,6.1335,10,-10,-20.00,228.57,0.260,0.160,-1.58,-4.58,-39.6,-36.6,20.07
1.540,-0.3078,31.1,-0.1839,-35.3,-0.7543,6.1312,9,-11,-20.00,228.57,0.210,0.180,-1.24,-4.41,-31.1,-35.3,20.07
1.560,-0.3078,25.1,-0.1839,-34.4,-0.7543,6.1312,11,-16,-20.00,228.57,0.040,0.200,-1.00,-4.30,-25.1,-34.4,20.09
1.580,-0.3222,20.9,-0.3784,-33.7,-0.7405,6.1335,7,-19,-20.00,228.57,0.110,0.200,-0.84,-4.22,-20.9,-33.7,20.07
1.600,-0.3222,11.3,-0.3784,-31.9,-0.7405,6.1335,9,-25,-20.00,228.57,0.090,0.190,-0.45,-3.99,-11.3,-31.9,20.08
1.620,-0.3222,4.6,-0.3784,-30.7,-0.7405,6.1335,6,-29,-20.00,228.57,0.070,0.160,-0.18,-3.84,-4.6,-30.7,20.07
1.640,-0.2559,-5.2,-0.3522,-28.2,-0.7266,6.1357,4,-32,-20.00,228.57,0.060,0.130,0.21,-3.52,5.2,-28.2,20.07
1.660,-0.2559,-12.0,-0.3522,-26.5,-0.7266,6.1357,1,-29,-20.00,225.71,0.060,0.090,0.48,-3.31,12.0,-26.5,20.08
1.680,-0.1433,-16.8,-0.1895,-25.2,-0.7258,6.1288,0,-25,-20.00,225.71,0.080,0.070,0.67,-3.15,16.8,-25.2,20.08
1.700,-0.1433,-19.3,-0.1895,-22.5,-0.7258,6.1288,5,-19,-20.00,225.71,0.020,0.080,0.77,-2.81,19.3,-22.5,20.07
1.720,-0.1433,-21.1,-0.1895,-20.6,-0.7258,6.1288,4,-17,-20.00,225.71,0.180,0.030,0.84,-2.57,21.1,-20.6,20.06
1.740,-0.0838,-14.8,-0.1645,-16.6,-0.7189,6.1300,1,-14,-20.00,225.71,0.210,0.080,0.59,-2.07,14.8,-16.6,20.08
1.760,-0.0838,-10.3,-0.1645,-13.7,-0.7189,6.1300,-1,-12,-20.00,225.71,0.250,0.090,0.41,-1.72,10.3,-13.7,20.08
1.780,-0.0932,-7.2,-0.1520,-11.8,-0.7254,6.1288,-2,-9,-20.00,225.71,0.260,0.080,0.29,-1.47,7.2,-11.8,20.07
1.800,-0.0932,3.3,-0.1520,-8.2,-0.7254,6.1288,-6,-9,-20.00,225.71,0.250,0.090,-0.13,-1.03,-3.3,-8.2,20.07
1.820,-0.0932,10.7,-0.1520,-5.8,-0.7254,6.1288,-7,-7,-20.00,225.71,0.250,0.090,-0.43,-0.72,-10.7,-5.8,20.09
1.840,-0.1376,15.1,-0.1032,-2.2,-0.7266,6.1357,-1,-6,-20.00,225.71,0.230,0.080,-0.60,-0.27,-15.1,-2.2,20.07
1.860,-0.1376,18.1,-0.1032,0.4,-0.7266,6.1357,1,-3,-20.00,225.71,0.200,0.070,-0.72,0.05,-18.1,0.4,20.08
1.880,-0.1777,20.2,-0.0394,2.1,-0.7339,6.1346,2,-1,-20.00,225.71,0.170,0.070,-0.81,0.27,-20.2,2.1,20.07
1.900,-0.1777,18.4,-0.0394,2.6,-0.7339,6.1346,1,-1,-20.00,225.71,0.060,0.060,-0.73,0.32,-18.4,2.6,20.08
1.920,-0.1777,17.0,-0.0394,2.9,-0.7339,6.1346,4,0,-20.00,225.71,0.090,0.060,-0.68,0.36,-17.0,2.9,20.07
1.940,-0.1839,11.9,-0.0050,2.0,-0.7335,6.1346,1,0,-20.00,225.71,0.070,0.060,-0.48,0.25,-11.9,2.0,20.09
1.960,-0.1839,8.4,-0.0050,1.4,-0.7335,6.1346,2,0,-20.00,225.71,0.050,0.050,-0.33,0.18,-8.4,1.4,20.07
1.980,-0.1645,5.8,0.0056,1.0,-0.7327,6.1277,0,0,-20.00,225.71,0.040,0.050,-0.23,0.12,-5.8,1.0,20.08
2.000,-0.1645,-1.8,0.0056,0.2,-0.7327,6.1277,2,0,-20.00,225.71,0.030,0.050,0.07,0.02,1.8,0.2,20.09
2.020,-0.1645,-7.1,0.0056,-0.4,-0.7327,6.1277,0,0,-20.00,225.71,0.020,0.050,0.28,-0.05,7.1,-0.4,20.08
2.040,-0.1195,-12.5,-0.0075,-1.1,-0.7339,6.1346,0,0,-20.00,225.71,0.030,0.050,0.50,-0.14,12.5,-1.1,20.08
2.060,-0.1195,-16.3,-0.0075,-1.6,-0.7339,6.1346,0,0,-20.00,225.71,0.060,0.050,0.65,-0.20,16.3,-1.6,20.09
2.080,-0.0676,-19.0,-0.0194,-1.9,-0.7258,6.1288,0,0,-20.00,225.71,0.090,0.060,0.76,-0.24,19.0,-1.9,20.08
2.100,-0.0676,-19.2,-0.0194,-1.1,-0.7258,6.1288,0,0,-20.00,225.71,0.130,0.060,0.77,-0.13,19.2,-1.1,20.08
2.120,-0.0676,-19.3,-0.0194,-0.5,-0.7258,6.1288,0,0,-20.00,225.71,0.170,0.060,0.77,-0.06,19.3,-0.5,20.08
2.140,-0.0375,-13.5,-0.0282,-0.6,-0.7189,6.1300,0,0,-20.00,225.71,0.200,0.060,0.54,-0.08,13.5,-0.6,20.09
2.160,-0.0375,-9.5,-0.0282,-0.7,-0.7189,6.1300,-2,0,-20.00,225.71,0.230,0.060,0.38,-0.09,9.5,-0.7,20.08
2.180,-0.0513,-6.6,-0.0307,-0.8,-0.7266,6.1357,-2,0,-20.00,225.71,0.250,0.060,0.26,-0.09,6.6,-0.8,20.09
2.200,-0.0513,2.1,-0.0307,0.0,-0.7266,6.1357,-6,0,-20.00,225.71,0.240,0.060,-0.08,0.00,-2.1,0.0,20.07
2.220,-0.0513,8.2,-0.0307,0.5,-0.7266,6.1357,-6,0,-20.00,225.71,0.230,0.060,-0.33,0.07,-8.2,0.5,20.07
2.240,-0.0895,10.8,-0.0163,2.5,-0.7335,6.1773,0,0,-20.00,225.71,0.220,0.060,-0.43,0.32,-10.8,2.5,20.08
2.260,-0.0895,12.6,-0.0163,3.9,-0.7335,6.1773,1,0,-20.00,225.71,0.200,0.060,-0.50,0.49,-12.6,3.9,20.07
2.280,-0.1189,13.8,0.0281,4.9,-0.7501,6.2313,1,0,-20.00,225.71,0.180,0.060,-0.55,0.61,-13.8,4.9,20.07
2.300,-0.1189,12.2,0.0281,6.6,-0.7501,6.2313,1,0,-20.00,225.71,0.160,0.050,-0.49,0.83,-12.2,6.6,20.07
2.320,-0.1189,11.1,0.0281,7.9,-0.7501,6.2313,1,0,-20.00,225.71,0.110,0.040,-0.44,0.98,-11.1,7.9,20.08
2.340,-0.1301,6.1,0.0901,10.3,-0.7578,6.3221,0,0,-20.00,225.71,0.110,0.030,-0.24,1.29,-6.1,10.3,20.09
2.360,-0.1301,2.6,0.0901,12.1,-0.7578,6.3221,1,1,-20.00,225.71,0.100,0.020,-0.10,1.51,-2.6,12.1,20.08
2.380,-0.1107,0.1,0.1789,13.3,-0.7721,6.4053,0,1,-20.00,225.71,0.100,0.000,-0.00,1.66,-0.1,13.3,20.10
2.400,-0.1107,-5.0,0.1789,14.1,-0.7721,6.4053,0,0,-20.00,225.71,0.110,0.010,0.20,1.77,5.0,14.1,20.08
2.420,-0.1107,-8.5,0.1789,14.7,-0.7721,6.4053,2,0,-20.00,225.71,0.120,0.040,0.34,1.84,8.5,14.7,20.07
2.440,-0.0751,-9.3,0.2565,14.3,-0.7826,6.4532,0,2,-20.00,225.71,0.120,0.040,0.37,1.79,9.3,14.3,20.07
2.460,-0.0751,-9.9,0.2565,14.1,-0.7826,6.4532,-2,2,-20.00,225.71,0.140,0.070,0.39,1.76,9.9,14.1,20.09
2.480,-0.0592,-10.3,0.3233,11.5,-0.7304,6.4052,-2,2,-20.00,225.71,0.160,0.010,0.41,1.43,10.3,11.5,20.10
2.500,-0.0592,-10.5,0.3233,9.6,-0.7304,6.4052,-1,2,-20.00,225.71,0.170,0.110,0.42,1.20,10.5,9.6,20.07
2.520,-0.0592,-10.7,0.3233,8.4,-0.7304,6.4052,-2,1,-20.00,225.71,0.190,0.120,0.43,1.04,10.7,8.4,20.09
2.540,-0.0265,-18.4,0.3365,3.2,-0.6054,6.1995,-2,1,-20.00,225.71,0.210,0.130,0.74,0.40,18.4,3.2,20.07
2.560,-0.0265,-23.8,0.3365,-0.5,-0.6054,6.1995,-1,1,-20.00,225.71,0.230,0.130,0.95,-0.06,23.8,-0.5,20.10
2.580,0.0477,-27.6,0.2792,-3.0,-0.4602,5.8271,-5,0,-20.00,225.71,0.250,0.130,1.10,-0.38,27.6,-3.0,20.07
2.600,0.0477,-37.8,0.2792,-8.3,-0.4602,5.8271,-5,0,-20.00,225.71,0.040,0.120,1.51,-1.04,37.8,-8.3,20.12
2.620,0.0477,-44.9,0.2792,-12.0,-0.4602,5.8271,-7,0,-20.00,225.71,0.330,0.110,1.80,-1.50,44.9,-12.0,20.09
2.640,0.1705,-59.1,0.1530,-19.4,-0.2892,5.3599,-14,-1,-20.00,225.71,0.380,0.090,2.37,-2.42,59.1,-19.4,20.08
2.660,0.1705,-69.1,0.1530,-24.6,-0.2892,5.3599,-16,-1,-20.00,225.71,0.440,0.070,2.76,-3.07,69.1,-24.6,20.09
2.680,0.3559,-76.1,-0.0749,-28.2,-0.1301,4.8980,-32,-3,-20.00,225.71,0.510,0.040,3.04,-3.53,76.1,-28.2,20.10
2.700,0.3559,-87.7,-0.0749,-35.1,-0.1301,4.8980,-52,-3,-20.00,225.71,0.540,0.000,3.51,-4.38,87.7,-35.1,20.06
2.720,0.3559,-95.8,-0.0749,-39.9,-0.1301,4.8980,-28,-6,-20.00,225.71,0.620,0.020,3.83,-4.98,95.8,-39.9,20.08
2.740,0.5699,-438.4,-0.3757,-47.0,0.0310,4.4790,-16,-10,-20.00,225.71,0.820,0.070,3.86,-5.87,96.4,-47.0,20.07
2.760,0.5699,-438.8,-0.3757,-51.9,0.0310,4.4790,-29,-22,-20.00,225.71,1.050,0.070,3.87,-6.49,96.9,-51.9,20.09
2.780,0.7068,-521.2,-0.7551,-55.4,0.1802,4.1002,-340,-32,-22.86,225.71,1.480,0.060,3.89,-6.93,97.2,-55.4,20.07
2.800,0.7068,-492.9,-0.7551,-59.8,0.1802,4.1002,-355,-35,-25.71,225.71,1.640,0.060,2.75,-7.47,68.9,-59.8,20.09
2.820,0.7068,-473.1,-0.7551,-62.8,0.1802,4.1002,-450,-40,-28.57,225.71,1.620,0.060,1.96,-7.85,49.0,-62.8,20.08
2.840,0.6503,-398.5,-1.1645,-414.2,0.3416,3.7381,-433,-40,-28.57,225.71,1.230,0.050,0.33,-8.11,8.3,-64.9,20.08
2.860,0.6503,-370.0,-1.1645,-415.7,0.3416,3.7381,-475,-52,-31.43,225.71,0.870,0.030,-0.81,-8.30,-20.2,-66.4,20.11
2.880,0.4403,40.2,-1.5536,-533.5,0.5083,3.3842,-423,-434,-34.29,222.86,0.700,0.180,-1.61,-8.43,-40.2,-67.4,20.08
2.900,0.4403,58.3,-1.5536,-533.4,0.5083,3.3842,-402,-350,-37.14,220.00,0.760,0.030,-2.33,-8.42,-58.3,-67.3,20.10
2.920,0.4403,71.0,-1.5536,-533.4,0.5083,3.3842,-93,-501,-37.14,217.14,0.460,0.230,-2.84,-8.41,-71.0,-67.3,20.27
2.940,0.2280,64.0,-1.9291,-644.9,0.6391,3.0313,-98,-524,-37.14,217.14,0.480,0.490,-2.56,-8.27,-64.0,-66.2,20.09
2.960,0.2280,59.1,-1.9291,-644.1,0.6391,3.0313,-23,-493,-37.14,211.43,0.450,0.660,-2.36,-8.17,-59.1,-65.4,20.09
2.980,0.1595,55.6,-2.3058,-756.6,0.6701,2.6824,-3,-641,-37.14,208.57,0.130,0.580,-2.22,-8.10,-55.6,-64.8,20.07
3.000,0.1595,31.4,-2.3058,-756.7,0.6701,2.6824,19,-623,-37.14,205.71,0.450,0.000,-1.26,-8.12,-31.4,-65.0,20.09
3.020,0.1595,14.4,-2.3058,-756.8,0.6701,2.6824,72,-719,-37.14,200.00,0.000,0.220,-0.58,-8.14,-14.4,-65.1,20.09
3.040,0.2878,-0.8,-2.5876,-839.3,0.6182,2.3617,85,-763,-37.14,197.14,0.690,0.490,0.03,-7.88,0.8,-63.0,20.09
3.060,0.2878,-11.5,-2.5876,-837.9,0.6182,2.3617,48,-727,-37.14,191.43,0.750,0.580,0.46,-7.70,11.5,-61.6,20.07
3.080,0.3496,-19.0,-2.8893,-927.4,0.4795,2.0535,21,-859,-37.14,188.57,0.680,0.160,0.76,-7.57,19.0,-60.6,20.07
3.100,0.3496,0.2,-2.8893,-924.2,0.4795,2.0535,4,-813,-37.14,182.86,0.670,0.190,-0.01,-7.18,-0.2,-57.4,20.07
3.120,0.3496,13.5,-2.8893,-922.0,0.4795,2.0535,0,-922,-37.14,177.14,0.680,0.650,-0.54,-6.91,-13.5,-55.2,20.09
3.140,0.2387,49.8,-3.1536,-995.5,0.2473,1.8349,3,-884,-37.14,174.29,0.670,0.480,-1.99,-6.18,-49.8,-49.4,20.09
3.160,0.2387,75.1,-3.1536,-991.4,0.2473,1.8349,11,-905,-37.14,168.57,0.640,0.110,-3.00,-5.67,-75.1,-45.3,20.09
3.180,-0.0697,92.9,-3.3210,-1038.8,-0.0737,1.6780,27,-999,-37.14,162.86,0.560,0.660,-3.71,-5.31,-92.9,-42.5,20.06
3.200,-0.0697,133.8,-3.3210,-1031.1,-0.0737,1.6780,33,-987,-37.14,157.14,0.450,0.560,-5.35,-4.35,-133.8,-34.8,20.09
3.220,-0.0697,162.5,-3.3210,-1025.8,-0.0737,1.6780,30,-994,-37.14,151.43,0.170,0.190,-6.50,-3.69,-162.5,-29.5,20.07
3.240,-0.5376,516.1,-3.3700,-1028.1,-0.4964,1.5737,58,-1029,-37.14,145.71,0.130,0.670,-7.74,-2.14,-193.5,-17.2,20.09
3.260,-0.5376,537.8,-3.3700,-1019.5,-0.4964,1.5737,73,-1025,-34.29,137.14,0.080,0.730,-8.61,-1.06,-215.2,-8.5,20.08
3.280,-1.0414,855.2,-3.1979,-961.9,-1.0308,1.4985,415,-984,-34.29,134.29,0.650,0.360,-9.21,-0.31,-230.4,-2.5,20.08
3.300,-1.0414,860.0,-3.1979,-942.8,-1.0308,1.4985,394,-1013,-31.43,128.57,0.670,1.070,-9.40,2.07,-235.1,16.5,20.08
3.320,-1.0414,863.3,-3.1979,-929.5,-1.0308,1.4985,751,-952,-25.71,122.86,0.700,0.890,-9.54,3.73,-238.4,29.8,20.09
3.340,-1.4968,1125.4,-2.6891,-748.8,-1.6696,1.4895,700,-947,-22.86,117.14,0.480,0.320,-9.09,7.24,-227.3,57.9,20.08
3.360,-1.4968,1117.7,-2.6891,-729.1,-1.6696,1.4895,749,-952,-17.14,111.43,0.690,0.690,-8.78,9.70,-219.6,77.6,20.10
3.380,-1.8156,1271.6,-1.8612,-462.7,-2.0133,1.3085,973,-757,-14.29,105.71,1.500,0.610,-7.29,11.96,-182.2,95.7,21.12
3.400,-1.8156,1245.4,-1.8612,-450.0,-2.0133,1.3085,1029,-757,-5.71,102.86,1.180,0.190,-6.24,13.54,-156.1,108.4,20.07
